Event #,PE,Event Date,Month,CY,Fiscal Month,Fiscal Year,Squadron,T/M/S,Buno,Class,PEAT Severity,HAZREP / WESS - RMI ID,MOFE 45 Due Date,MOFE 90 Due Date,Part A,Part B,Part C,Part D,Final Summary Report,Status,Category,Circumstances,Buno Occurances,ITEM,ITEM 2,ITEM 3, ALSS Issues,RECOMMENDATIONS,,
225,Yes,12/17/2014,12,2014,3,2015,VAQ-139,EA-18G,168258,HAZREP,Minor,1419834045506,,,Yes,Yes,Yes,,N/A,Closed,AOS,Inconclusive,2,,,,,,,
226,Yes,1/12/2015,1,2015,4,2015,VFA-41,F/A-18F,166849,HAZREP,Moderate Low,1421165321059,,,Yes,Yes,Yes,,N/A,Closed,AOS,"Contamination - Carbon Monoxide, Hydrocarbons, Fluorocarbons",2,,,,,,,
30T,Yes,1/13/2015,1,2015,4,2015,VT-7,T-45C,165605,HAZREP,,,,,Yes,Yes,Yes,,N/A,Closed,Other,Inconclusive,1,,,,,,,
227,Yes,1/14/2015,1,2015,4,2015,VFA-94,F/A-18C,164879,HAZREP,Minor,,,,Yes,Yes,Yes,,N/A,Closed,ECS,ECS Component Failure,1,,,,,,,
228,Yes,1/14/2015,1,2015,4,2015,VMFA(AW)-533,F/A-18D,164670,HAZREP,Minor,1421817154306,,,Yes,Yes,Yes,,N/A,Closed,AOS,Contamination,1,,,,,,,
230,Yes,1/20/2015,1,2015,4,2015,VFA-11,F/A-18F,166624,HAZREP,Severe,1422478947644,,,Yes,Yes,Yes,,N/A,Closed,AOS,AOS Component Failure,1,,,,,,,
229,Yes,1/20/2015,1,2015,4,2015,VFA-94,F/A-18C,164879,HAZREP,Minor,,,,Yes,No,No,,N/A,Closed,ECS,ECS Component Failure,2,,,,,,,
232,Yes,1/23/2015,1,2015,4,2015,VFA-106,F/A-18E,166787,HAZREP,Moderate Low,1422894137566,,,Yes,Yes,Yes,,N/A,Closed,Other,Human Factors,1,,,,,,,
231,Yes,1/25/2015,1,2015,4,2015,VFA-11,F/A-18F,166624,HAZREP,Minor,1422481587332,,,Yes,No,Yes,,N/A,Closed,AOS,Contamination,2,,,,,,,
233,Yes,1/26/2015,1,2015,4,2015,VAQ-137,EA-18G,168269,HAZREP,Moderate Low,,,,Yes,Yes,Yes,,N/A,Closed,AOS,Contamination,1,,,,,,,
,No,1/28/2015,1,2015,4,2015,VFA-101,F-35C,168736,HAZREP,,1424190012879,,,N/A,N/A,N/A,,N/A,Closed,ECS,,2,,,,,,,
234,Yes,2/2/2015,2,2015,5,2015,VFA-106,F/A-18C,164954,C,Minor,,,,Yes,Yes,No,,N/A,Closed,ECS,ECS Component Failure,1,,,,,,,
235,Yes,2/9/2015,2,2015,5,2015,VFA-192,F/A-18E,165783,C,Minor,1423523716921,,,Yes,Yes,Yes,,N/A,Closed,ECS,ECS Component Failure,1,CAPR Valve,,,,,,
31T,Yes,2/17/2015,2,2015,5,2015,VT-9,T-45C,165624,HAZREP,,,,,Yes,Yes,No,,N/A,Closed,AOS,Contamination,1,,,,,,,
236,Yes,2/25/2015,2,2015,5,2015,VFA-122,F/A-18E,168886,HAZREP,Minor,1426718883858,,,Yes,Yes,Yes,,N/A,Closed,AOS,Contamination,1,,,,,,,
237,Yes,2/28/2015,2,2015,5,2015,VFA-83,F/A-18C,165199,HAZREP,Minor,,,,Yes,Yes,Yes,,N/A,Closed,Other,Human Factors,2,,,,,,,
238,Yes,3/6/2015,3,2015,6,2015,VFA-103,F/A-18F,166619,HAZREP,Moderate High,1425671904676,,,Yes,Yes,Yes,,N/A,Closed,AOS,Contamination,2,,,,,,,
,No,3/10/2015,3,2015,6,2015,VX-23,F-35B,168838,HAZREP,,1429034932310,,,N/A,N/A,N/A,,N/A,Closed,,,1,,,,,,,
239,Yes,3/10/2015,3,2015,6,2015,VFA-34,F/A-18C,165403,HAZREP,Minor,1426079520742,,,Yes,Yes,No,,N/A,Closed,ECS,ECS Component Failure,1,,,,,,,
240,Yes,3/14/2015,3,2015,6,2015,VAQ-139,EA-18G,168259,HAZREP,Minor,1427714513771,,,Yes,Yes,Yes,,N/A,Closed,AOS,Contamination,1,,,,,,,
242,Yes,3/16/2015,3,2015,6,2015,VFA-81,F/A-18E,166838,HAZREP,Minor,1426654733247,,,Yes,Yes,Yes,,N/A,Closed,AOS,AOS Component Failure,1,,,,,,,
241,Yes,3/16/2015,3,2015,6,2015,VFA-147,F/A-18E,166448,HAZREP,Moderate High,1426607798540,,,Yes,Yes,Yes,,N/A,Closed,AOS,Contamination,1,,,,,,,
251,Yes,3/18/2015,3,2015,6,2015,VFA-115,F/A-18E,166866,HAZREP,Minor,1427953349645,,,Yes,Yes,No,,N/A,Closed,ECS,ECS Component Failure,1,,,,,,,
243,Yes,3/19/2015,3,2015,6,2015,VFA-151,F/A-18E,168474,HAZREP,Minor,1427152904002,,,Yes,Yes,Yes,,N/A,Closed,ECS,ECS Component Failure,1,,,,,,,
32T,Yes,3/20/2015,3,2015,6,2015,VT-21,T-45C,165058,D,,,,,No,Yes,No,,N/A,Closed,Other,Human Factors,1,,,,,,,
244,Yes,3/24/2015,3,2015,6,2015,VMFAT-101,F/A-18C,164707,D,Minor,1427295966391,,,Yes,Yes,Yes,,N/A,Closed,ECS,ECS Component Failure,1,,,,,,,
245,Yes,4/2/2015,4,2015,7,2015,VFA-106,F/A-18F,168490,HAZREP,Moderate High,1433273709047,,,Yes,Yes,Yes,,N/A,Closed,AOS,AOS Component Failure,2,CRU-103A/P,,,,,,
246,Yes,4/3/2015,4,2015,7,2015,VFA-211,F/A-18F,166815,HAZREP,Minor,,,,Yes,Yes,Yes,,N/A,Closed,AOS,Contamination,1,,,,,,,
33T,Yes,4/7/2015,4,2015,7,2015,VT-7,T-45C,165082,HAZREP,,,,,Yes,No,No,,N/A,Closed,Other,Inconclusive,2,,,,,,,
247,Yes,4/7/2015,4,2015,7,2015,VFA-106,F/A-18C,164250,HAZREP,Minor,1433178001165,,,Yes,Yes,Yes,,N/A,Closed,ECS,ECS Component Failure,1,,,,,,,
248,Yes,4/8/2015,4,2015,7,2015,VAQ-139,EA-18G,168259,HAZREP,Moderate High,1430861544744,,,Yes,Yes,Yes,,N/A,Closed,Other,Human Factors,2,,,,,,,
34T,Yes,4/8/2015,4,2015,7,2015,VT-7,T-45C,165471,HAZREP,,,,,Yes,Yes,No,,N/A,Closed,Other,Inconclusive,1,,,,,,,
249,Yes,4/9/2015,4,2015,7,2015,VAQ-139,EA-18G,168259,HAZREP,Minor,1431480932178,,,Yes,Yes,Yes,,N/A,Closed,AOS,Contamination,3,,,,,,,
250,Yes,4/9/2015,4,2015,7,2015,VFA-195,F/A-18E,166909,HAZREP,Moderate Low,1432713041192,,,Yes,Yes,N/A,,N/A,Closed,Other,Inconclusive,1,,,,,,,
35T,Yes,4/14/2015,4,2015,7,2015,VT-7,T-45C,165608,,,1430742946100,,,Yes,Yes,No,,N/A,Closed,Other,Inconclusive,1,,,,,,,
,No,4/18/2015,4,2015,7,2015,VT-21,T-45C,,HAZREP,,1429582577393,,,N/A,N/A,N/A,,N/A,Closed,,,0,,,,,,,
36T,Yes,5/5/2015,5,2015,8,2015,VT-7,T-45C,165620,HAZREP,,1431372389763,,,Yes,Yes,N/A,,N/A,Closed,AOS,Contamination,1,,,,,,,
252,Yes,5/7/2015,5,2015,8,2015,VFA-143,F/A-18E,166606,HAZREP,Moderate High,1421456128758,,,Yes,Yes,Yes,,N/A,Closed,AOS,Contamination,1,,,,,,,
253,Yes,5/11/2015,5,2015,8,2015,VX-31,F/A-18F,166843,HAZREP,Minor,1432666970936,,,Yes,Yes,Yes,,N/A,Closed,Other,Inconclusive,2,,,,,,,
37T,Yes,5/12/2015,5,2015,8,2015,VT-22,T-45C,165646,HAZREP,,1431889880366,,,Yes,Yes,No,,N/A,Closed,AOS,Contamination,1,,,,,,,
,No,5/13/2015,5,2015,8,2015,VFA-122,F/A-18F,165910,HAZREP,,1431980329137,,,N/A,N/A,Yes,,N/A,Closed,Other,Airsickness,2,,,,,,,
254,Yes,5/18/2015,5,2015,8,2015,VMFA-323,F/A-18C,164712,HAZREP,Moderate High,1432093662686,,,Yes,Yes,N/A,,N/A,Closed,AOS,"AOS Component Failure, Contamination",1,,,,,,,
,No,5/21/2015,5,2015,8,2015,VFA-147,F/A-18E,166444,HAZREP,,1432310507915,,,N/A,N/A,N/A,,N/A,Closed,AOS,Contamination,1,,,,,,,
257,Yes,5/28/2015,5,2015,8,2015,VMFA(AW)-533,F/A-18D,164656,D,Minor,,,,Yes,Yes,No,,N/A,Closed,Other,Human Factors,1,,,,,,,
255,Yes,5/30/2015,5,2015,8,2015,VFA-195,F/A-18E,166911,D,Moderate Low,1433326395590,,,Yes,Yes,Yes,,N/A,Closed,Other,Inconclusive,1,,,,,,,
256,Yes,6/1/2015,6,2015,9,2015,VFA-34,F/A-18C,165213,D,Minor,1434056859592,,,Yes,Yes,Yes,,N/A,Closed,ECS,ECS Component Failure,1,,,,,,,
38T,Yes,6/6/2015,6,2015,9,2015,VT-22,T-45C,167085,D,,1433875694805,,,No,Yes,No,,N/A,Closed,ECS,Bleed Air Failure,1,,,,,,,
258,Yes,6/11/2015,6,2015,9,2015,VFA-31,F/A-18E,166780,D,Minor,1434053464173,,,Yes,No,Yes,,N/A,Closed,ECS,ECS Component Failure,2,,,,,,,
259,Yes,6/15/2015,6,2015,9,2015,VMFA-122,F/A-18C,164222,,Minor,,,,Yes,Yes,Yes,,N/A,Closed,ECS,ECS Component Failure,1,,,,,,,
,No,6/18/2015,6,2015,9,2015,VX-23,F-35C,000071,HAZREP,,1444156483535,,,N/A,N/A,N/A,,N/A,Closed,,,1,,,,,,,
260,Yes,6/18/2015,6,2015,9,2015,VFC-12,F/A-18A,162904,HAZREP,Moderate High,1434638768784,,,Yes,Yes,Yes,,N/A,Closed,ECS,ECS Component Failure,2,,,,,,,
39T,Yes,6/22/2015,6,2015,9,2015,VT-7,T-45C,165466,D,,1435239678998,,,Yes,Yes,No,,N/A,Closed,ECS,Bleed Air Failure,2,,,,,,,
261,Yes,6/26/2015,6,2015,9,2015,VAQ-133,EA-18G,168378,HAZREP,Minor,,,,Yes,Yes,Yes,,N/A,Closed,AOS,Contamination,1,,,,,,,
264,Yes,6/27/2015,6,2015,9,2015,VFA-97,F/A-18E,168873,HAZREP,Minor,,,,Yes,Yes,Yes,,N/A,Closed,Other,Inconclusive,1,,,,,,,
262,Yes,6/27/2015,6,2015,9,2015,VAQ-133,EA-18G,168378,HAZREP,Moderate Low,,,,Yes,Yes,Yes,,N/A,Closed,AOS,Contamination,2,,,,,,,
265,Yes,6/28/2015,6,2015,9,2015,VMFA-251,F/A-18C,164909,HAZREP,Minor,1435999911070,,,Yes,Yes,Yes,,N/A,Closed,AOS,Contamination,1,,,,,,,
263,Yes,6/29/2015,6,2015,9,2015,VFA-131,F/A-18C,165407,,Minor,,,,Yes,Yes,Yes,,N/A,Closed,ECS,ECS Component Failure,1,,,,,,,
266,Yes,6/30/2015,6,2015,9,2015,VFA-94,F/A-18C,164227,D,Minor,,,,Yes,Yes,No,,N/A,Closed,Other,Inconclusive,1,,,,,,,
267,Yes,7/1/2015,7,2015,10,2015,VFA-11,F/A-18F,166627,D,Moderate High,1436814600876,,,Yes,Yes,Yes,,N/A,Closed,AOS,Contamination,1,,,,,,,
40T,Yes,7/2/2015,7,2015,10,2015,VT-22,T-45C,163642,D,,1437596628200,,,Yes,Yes,No,,N/A,Closed,AOS,Contamination,1,,,,,,,
269,Yes,7/7/2015,7,2015,10,2015,VX-23,F/A-18C,163985,D,Moderate Low,1436554347898,,,Yes,Yes,Yes,,N/A,Closed,ECS,Cabin Airflow Temperature Sensor / Avionics Flow Valve / ATFLIR ECS Cap,1,32,8,,,,,
268,Yes,7/8/2015,7,2015,10,2015,VFA-87,F/A-18E,168913,HAZREP,Minor,,,,Yes,Yes,Yes,,N/A,Closed,AOS,AOS Component Failure,1,,,,,,,
41T,Yes,7/8/2015,7,2015,10,2015,VT-7,T-45C,165616,HAZREP,,1436541837389,,,Yes,Yes,No,,N/A,Closed,Other,Inconclusive,2,,,,,,,
42T,Yes,7/10/2015,7,2015,10,2015,VT-7,T-45C,165464,HAZREP,,1436881089175,,,Yes,Yes,N/A,,N/A,Closed,ECS,Cabin Integrity,1,,,,,,,
270,Yes,7/13/2015,7,2015,10,2015,VFA-154,F/A-18F,166878,HAZREP,Severe,1436841572997,,,Yes,Yes,Yes,,N/A,Closed,AOS,Contamination,1,,,,,,,
271,Yes,7/14/2015,7,2015,10,2015,VFA-11,F/A-18F,166631,,Moderate Low,1437999949813,,,Yes,Yes,No,,N/A,Closed,Other,Human Factors,1,,,,,,,
43T,Yes,7/15/2015,7,2015,10,2015,VT-22,T-45C,167078,HAZREP,,1437667496770,,,Yes,Yes,No,,N/A,Closed,Other,Inconclusive,1,,,,,,,
44T,Yes,7/15/2015,7,2015,10,2015,VT-22,T-45C,165639,,,1437667496770,,,Yes,No,No,,N/A,Closed,AOS,Contamination,1,,,,,,,
45T,Yes,7/16/2015,7,2015,10,2015,VT-9,T-45C,165472,HAZREP,,,,,Yes,Yes,No,,N/A,Closed,Other,Inconclusive,1,,,,,,,
272,Yes,7/22/2015,7,2015,10,2015,VFA-106,F/A-18F,165913,D,Minor,,,,Yes,Yes,Yes,,N/A,Closed,Other,Human Factors,1,,,,,,,
276,Yes,7/24/2015,7,2015,10,2015,VMFA(AW)-533,F/A-18D,164872,D,Moderate Low,1438349258869,,,Yes,Yes,N/A,,N/A,Closed,ECS,"Human Factors, Inconclusive",1,37,,,,,,
,No,7/27/2015,7,2015,10,2015,VMFAT-501,F-35B,169028,HAZREP,,1438717123420,,,N/A,N/A,N/A,,N/A,Closed,,,1,,,,,,,
273,Yes,7/27/2015,7,2015,10,2015,VMFA-115,F/A-18A,163171,HAZREP,Minor,,,,Yes,Yes,Yes,,N/A,Closed,ECS,ECS Component Failure,1,,,,,,,
,No,7/31/2015,7,2015,10,2015,VFA-37,F/A-18C,164968,HAZREP,,1438815714125,,,N/A,N/A,N/A,,N/A,Closed,ECS,CAPR,1,,,,,,,
274,Yes,8/3/2015,8,2015,11,2015,VFA-151,F/A-18E,168475,HAZREP,Minor,1439691394110,,,Yes,Yes,Yes,,N/A,Closed,ECS,Contamination,1,,,,,,,
,No,8/5/2015,8,2015,11,2015,VFA-37,F/A-18C,164968,HAZREP,,1438903750230,,,N/A,N/A,N/A,,N/A,Closed,,,2,,,,,,,
275,Yes,8/7/2015,8,2015,11,2015,VAQ-132,EA-18G,166943,HAZREP,Minor,1439682756597,,,Yes,Yes,Yes,,N/A,Closed,ECS,ECS Component Failure,1,,,,,,,
281,Yes,8/10/2015,8,2015,11,2015,VAQ-129,EA-18G,168931,HAZREP,Minor,1440622744887,,,Yes,Yes,Yes,,N/A,Closed,AOS,Contamination,1,,,,,,,
46T,Yes,8/12/2015,8,2015,11,2015,VT-9,T-45C,165466,D,,,,,Yes,Yes,No,,N/A,Closed,AOS,Contamination,3,,,,,,,
278,Yes,8/14/2015,8,2015,11,2015,VMFAT-101,F/A-18D,164702,HAZREP,Moderate Low,,,,Yes,Yes,Yes,,N/A,Closed,ECS,ECS Component Failure,1,,,,,,,
277,Yes,8/15/2015,8,2015,11,2015,VFA-41,F/A-18F,166852,HAZREP,Moderate Low,1444159254051,,,Yes,Yes,Yes,,N/A,Closed,AOS,Contamination,1,,,,,,,
,No,8/16/2015,8,2015,11,2015,VMA-223,AV-8B,165310,HAZREP,,,,,N/A,N/A,N/A,,N/A,Closed,,,1,,,,,,,
,No,8/21/2015,8,2015,11,2015,VT-10,T-6A,165992,HAZREP,,1442239158728,,,N/A,N/A,N/A,,N/A,Closed,,,1,,,,,,,
279,Yes,8/23/2015,8,2015,11,2015,VMFA-251,F/A-18C,164973,HAZREP,Minor,1440671831519,,,Yes,Yes,Yes,,N/A,Closed,AOS,Failed Breathing Gas Delivery Component/Tube,2,,,,,,,
280,Yes,8/24/2015,8,2015,11,2015,VFA-113,F/A-18C,164238,HAZREP,Minor,1440780128313,,,Yes,Yes,Yes,,N/A,Closed,ECS,ECS Component Failure,1,37,36,,,,,
47T,Yes,8/24/2015,8,2015,11,2015,VT-86,T-45C,163616,HAZREP,,1441394849451,,,Yes,No,No,,N/A,Closed,Other,Human Factors,1,,,,,,,
48T,Yes,8/25/2015,8,2015,11,2015,VT-22,T-45C,167100,HAZREP,,1441030014581,,,Yes,Yes,No,,N/A,Closed,AOS,Contamination,1,,,,,,,
283,Yes,8/25/2015,8,2015,11,2015,VFA-211,F/A-18F,166813,D,Minor,1440695820325,,,Yes,Yes,Yes,,N/A,Closed,ECS,"Anti-Ice Add Heat Valve failed due to loose bushing caused by qulity of adhesive, Contamination",1,51,,,,,,
,No,8/25/2015,8,2015,11,2015,VFA-101,F-35C,169029,HAZREP,,1441890020324,,,N/A,N/A,N/A,,N/A,Closed,ECS,V11 Stuck due to Icing Upstream,1,,,,,,,
282,Yes,8/28/2015,8,2015,11,2015,VAQ-130,EA-18G,168255,HAZREP,Minor,1440783082626,,,Yes,Yes,Yes,,N/A,Closed,AOS,Contamination,2,,,,,,,
49T,Yes,8/28/2015,8,2015,11,2015,VT-22,T-45C,165638,HAZREP,,,,,Yes,No,No,,N/A,Closed,Other,Human Factors,2,,,,,,,
290,Yes,9/4/2015,9,2015,12,2015,VFA-122,F/A-18E,168877,HAZREP,Moderate High,1441758124135,,,Yes,Yes,Yes,,N/A,Closed,Other,"Human Factors, Contamination",1,,,,,,,
287,Yes,9/17/2015,9,2015,12,2015,VFA-122,F/A-18E,168886,HAZREP,Moderate Low,1442954129901,,,Yes,Yes,Yes,,N/A,Closed,AOS,Contamination,2,,,,,,,
,No,9/17/2015,9,2015,12,2015,VX-23,F/A-18C,163706,HAZREP,,1442593493782,,,N/A,N/A,N/A,,N/A,Closed,ECS,No symptoms after Rapid-D,1,,,,,,,
288,Yes,9/18/2015,9,2015,12,2015,VFA-122,F/A-18E,166958,HAZREP,Minor,1443040152436,,,Yes,Yes,Yes,,N/A,Closed,AOS,Contamination,2,,,,,,,
284,Yes,9/18/2015,9,2015,12,2015,VX-31,F/A-18F,165669,D,Minor,1442872860504,,,Yes,Yes,Yes,,N/A,Closed,Other,Inconclusive,1,,,,,,,
295,Yes,9/21/2015,9,2015,12,2015,VFA-25,F/A-18E,168356,D,Minor,,,,Yes,Yes,Yes,,N/A,Closed,Other,Inconclusive,1,,,,,,,
286,Yes,9/21/2015,9,2015,12,2015,VFA-11,F/A-18F,166625,D,Severe,1442999189902,,,Yes,Yes,Yes,,N/A,Closed,AOS,Contamination,1,,,,,,,
285,Yes,9/22/2015,9,2015,12,2015,VAQ-130,EA-18G,168255,HAZREP,Moderate Low,,,,Yes,Yes,Yes,,N/A,Closed,AOS,Contamination,3,,,,,,,
,No,9/24/2015,9,2015,12,2015,TW-5,T-6B,166221,HAZREP,,1443468776562,,,N/A,N/A,N/A,,N/A,Closed,,,1,,,,,,,
291,Yes,9/25/2015,9,2015,12,2015,VFA-122,F/A-18E,168877,HAZREP,Moderate Low,1443631241897,,,Yes,Yes,Yes,,N/A,Closed,Other,"Human Factors, Contamination",2,,,,,,,
289,Yes,9/25/2015,9,2015,12,2015,VFA-131,F/A-18C,165402,HAZREP,Moderate High,,,,Yes,Yes,Yes,,N/A,Closed,ECS,ECS Component Failure,1,,,,,,,
52T,Yes,9/30/2015,9,2015,12,2015,VT-86,T-45C,163623,,,,,,Yes,Yes,No,,N/A,Closed,Other,Inconclusive,1,,,,,,,
50T,Yes,10/1/2015,10,2015,1,2016,VT-9,T-45C,165473,HAZREP,,,,,Yes,Yes,No,,N/A,Closed,AOS,Contamination,1,,,,,,,
292,Yes,10/5/2015,10,2015,1,2016,VFA-97,F/A-18E,168874,HAZREP,Moderate High,1445548659115,,,Yes,Yes,Yes,,N/A,Closed,AOS,Contamination,1,,,,,,,
293,Yes,10/5/2015,10,2015,1,2016,VFA-27,F/A-18E,168369,HAZREP,Minor,1444363155954,,,Yes,Yes,Yes,,N/A,Closed,Other,Inconclusive,1,,,,,,,
294,Yes,10/7/2015,10,2015,1,2016,VAQ-136,EA-18G,168384,HAZREP,Minor,1444398694501,,,Yes,Yes,Yes,,N/A,Closed,AOS,Contamination,1,,,,,,,
51T,Yes,10/7/2015,10,2015,1,2016,VT-22,T-45C,165067,D,,1444773788472,,,Yes,Yes,N/A,,N/A,Closed,AOS,Contamination,1,,,,,,,
298,Yes,10/20/2015,10,2015,1,2016,VFA-122,F/A-18E,168361,D,Moderate Low,1445633634233,,,Yes,Yes,Yes,,N/A,Closed,ECS,"ECS Component Failure, Human Factors",1,4,37,,,,,
296,No,10/21/2015,10,2015,1,2016,VFA-136,F/A-18E,166824,D,Minor,1446197381029,,,Yes,Yes,Yes,,N/A,Closed,Other,Human Factors,1,,,,,,,
297,Yes,10/22/2015,10,2015,1,2016,VAQ-209,EA-18G,166895,HAZREP,Moderate High,1445958089533,,,Yes,Yes,Yes,,N/A,Closed,AOS,Contamination,1,,,,,,,
,No,10/23/2015,10,2015,1,2016,VFA-97,F/A-18E,,,,,,,N/A,N/A,N/A,,N/A,Closed,,,0,,,,,,,
300,Yes,10/29/2015,10,2015,1,2016,VAQ-140,EA-18G,168375,HAZREP,Moderate Low,1446488153441,,,Yes,Yes,Yes,,N/A,Closed,Other,Inconclusive,1,,,,,,,
299,Yes,10/29/2015,10,2015,1,2016,VFA-122,F/A-18E,166958,HAZREP,Moderate High,1446494918285,,,Yes,Yes,Yes,,N/A,Closed,AOS,Contamination,3,,,,,,,
53T,Yes,11/2/2015,11,2015,2,2016,VT-86,T-45C,163650,HAZREP,,,,,Yes,No,Yes,,N/A,Closed,AOS,Contamination,2,,,,,,,
303,Yes,11/5/2015,11,2015,2,2016,VFA-83,F/A-18C,164976,HAZREP,Minor,1448131447455,,,Yes,Yes,No,,N/A,Closed,Other,Human Factors,1,,,,,,,
301,Yes,11/6/2015,11,2015,2,2016,VFA-131,F/A-18C,165221,HAZREP,Minor,,,,Yes,Yes,Yes,,N/A,Closed,AOS,Contamination,1,,,,,,,
,No,11/6/2015,11,2015,2,2016,VMFA-121,F-35B,169164,HAZREP,,1447360512381,,,N/A,N/A,N/A,,N/A,Closed,,,1,,,,,,,
302,Yes,11/9/2015,11,2015,2,2016,VAQ-129,EA-18G,168770,HAZREP,Severe,1447114189908,,,Yes,Yes,Yes,,N/A,Closed,AOS,Contamination,1,,,,,,,
304,Yes,11/10/2015,11,2015,2,2016,VAQ-129,EA-18G,168897,D,Moderate High,1447205489096,,,Yes,Yes,Yes,,N/A,Closed,Other,Inconclusive,1,,,,,,,
54T,Yes,11/12/2015,11,2015,2,2016,VT-9,T-45C,165473,HAZREP,,1447876458702,,,Yes,Yes,Yes,,N/A,Closed,AOS,Contamination,2,,,,,,,
55T,Yes,11/16/2015,11,2015,2,2016,VT-21,T-45C,165068,,,1451857302694,,,Yes,Yes,Yes,,N/A,Closed,AOS,Contamination,1,,,,,,,
306,Yes,11/20/2015,11,2015,2,2016,VMFA-122,F/A-18C,164231,D,Minor,,,,Yes,Yes,No,,N/A,Closed,AOS,AOS Component Failure,1,,,,,,,
305,Yes,11/22/2015,11,2015,2,2016,VFA-136,F/A-18E,166824,D,Minor,1449776325815,,,Yes,Yes,Yes,,N/A,Closed,Other,Human Factors,2,,,,,,,
308,Yes,12/3/2015,12,2015,3,2016,VFA-122,F/A-18F,166790,HAZREP,Minor,1449186182115,,,Yes,Yes,Yes,,N/A,Closed,AOS,Failed Breathing Gas Delivery Component/Tube,2,,,,,,,
56T,Yes,12/3/2015,12,2015,3,2016,VT-21,T-45C,165641,D,,1451859966745,,,Yes,Yes,Yes,,N/A,Closed,Other,Non-specified Annunciated Malfunction,1,,,,,,,
307,Yes,12/5/2015,12,2015,3,2016,VMFA-314,F/A-18A,162849,D,Severe,1449785161773,,,Yes,Yes,Yes,,N/A,Closed,Other,Human Factors,1,,,,,,,
57T,Yes,12/9/2015,12,2015,3,2016,VT-7,T-45C,165462,D,,1450213498723,,,Yes,Yes,Yes,,N/A,Closed,Other,Human Factors,1,,,,,,,
310,Yes,12/10/2015,12,2015,3,2016,VFA-81,F/A-18E,166833,D,Moderate Low,1453141402309,,,Yes,Yes,Yes,,N/A,Closed,ECS,ECS Component Failure,2,,,,,,,
,No,12/10/2015,12,2015,3,2016,VFA-105,F/A-18E,166652,HAZREP,,1450896364195,,,N/A,N/A,N/A,,N/A,Closed,ECS,PBAR Failed Open,1,1,,,,,,
309,Yes,12/14/2015,12,2015,3,2016,VAQ-129,EA-18G,168895,HAZREP,Minor,1450133560012,,,Yes,Yes,Yes,,N/A,Closed,Other,Inconclusive,1,,,,,,,
311,Yes,12/14/2015,12,2015,3,2016,VFA-97,F/A-18E,168873,HAZREP,Minor,1451955518833,,,Yes,Yes,Yes,,N/A,Closed,Other,Inconclusive,2,,,,,,,
317,Yes,12/14/2015,12,2015,3,2016,VFA-137,F/A-18E,165896,C,Severe,1452540779007,,,Yes,Yes,Yes,,N/A,Closed,ECS,ECS Component Failure,1,37,,,,,,
312,Yes,12/16/2015,12,2015,3,2016,VFA-151,F/A-18E,168474,HAZREP,Moderate High,1451936524284,,,Yes,Yes,Yes,,N/A,Closed,AOS,Contamination,2,,,,,,,
,No,12/17/2015,12,2015,3,2016,VT-28,T-6B,166139,HAZREP,,1458239912841,,,N/A,N/A,N/A,,N/A,Closed,,,1,,,,,,,
,No,12/18/2015,12,2015,3,2016,VT-28,T-6B,166147,HAZREP,,1458240174859,,,N/A,N/A,N/A,,N/A,Closed,,,1,,,,,,,
313,Yes,12/21/2015,12,2015,3,2016,VAQ-209,EA-18G,166896,HAZREP,Moderate Low,1450820639289,,,Yes,Yes,Yes,,N/A,Closed,Other,Inconclusive,2,,,,,,,
321,Yes,12/23/2015,12,2015,3,2016,VMFA(AW)-225,F/A-18D,165687,D,Minor,1451425939531,,,Yes,Yes,No,,N/A,Closed,Other,Human Factors,2,,,,,,,
314,Yes,12/29/2015,12,2015,3,2016,VFA-83,F/A-18C,165182,HAZREP,Moderate Low,1457108882744,,,Yes,Yes,No,,N/A,Closed,ECS,ECS Component Failure,1,,,,,,,
315,Yes,1/1/2016,1,2016,4,2016,VFA-25,F/A-18E,168358,D,Minor,1474936897206,,,Yes,Yes,Yes,,N/A,Closed,ECS,ECS Component Failure,1,,,,,,,
316,Yes,1/7/2016,1,2016,4,2016,VFA-122,F/A-18E,168878,HAZREP,Moderate Low,1452545871033,,,Yes,Yes,Yes,,N/A,Closed,AOS,Contamination,1,,,,,,,
58T,Yes,1/8/2016,1,2016,4,2016,VT-9,T-45C,165607,HAZREP,,1453405129288,,,Yes,Yes,Yes,,N/A,Closed,AOS,Contamination,2,,,,,,,
318,Yes,1/11/2016,1,2016,4,2016,VAQ-140,EA-18G,168373,HAZREP,Moderate Low,1452563463941,,,Yes,Yes,Yes,,N/A,Closed,Other,Human Factors,1,,,,,,,
,No,1/11/2016,1,2016,4,2016,VMA-542,AV-8B,165354,HAZREP,,1453303780142,,,N/A,N/A,N/A,,N/A,Closed,,,1,,,,,,,
323,Yes,1/12/2016,1,2016,4,2016,VAQ-138,EA-18G,168389,HAZREP,Minor,1452632851466,,,Yes,Yes,Yes,,N/A,Closed,Other,Inconclusive,1,,,,,,,
319,Yes,1/13/2016,1,2016,4,2016,VFA-137,F/A-18E,165897,HAZREP,Minor,1452718178853,,,Yes,Yes,Yes,,N/A,Closed,ECS,ECS Component Failure,1,,,,,,,
320,Yes,1/14/2016,1,2016,4,2016,VAQ-129,EA-18G,168903,HAZREP,Minor,1452807969814,,,Yes,Yes,Yes,,N/A,Closed,AOS,Special Cable Assembly,1,,,,,,,
